CUI	UMLS_PREF	INCORRECT
C1277593	entire hypoglossal canal	hypoglossal canal
C1281761	entire hyaloid artery	hyaloid artery
C0019665	history	historys
C1148807	endonuclease activity	endonuclease
C0205462	histologic	histologies
C1289542	entire hippocampal commissure	hippocampal commissure
C1279168	entire ligament of hip joint	hip joint ligaments
C0223563	entire intervertebral disc of fifth lumbar vertebra	lumbosacral disc
C1150066	heparanase activity	heparanase
C0019080	hemorrhage	hems
C1268974	entire nasal septum	nose septum
C0524727	discipline of heart surgery	heart surgerys
C1269070	entire sacroiliac joint	joint sacroiliac
C1279076	entire head of humerus	head humerus
C0221979	entire hair of scalp	hair scalp
C1278658	entire hair of neck	hair neck
C1151017	guanylate cyclase activity	guanylate cyclase
C1282378	entire base of lung	lung base
C1152039	glutathione s-transferase activity	glutathione transferase
C1280130	entire gastroduodenal artery	gastroduodenal artery
C1288875	entire tendon sheath of finger	of tendon sheath finger
C1150256	furin activity	furin
C0521033	fungal	fungy
C0153420	malignant neoplasm of gastric fundus	fundus of stomach
C1268966	entire frenulum linguae	frenum lingual
C0220820	differential diagnostic aspects	diagnosis differential
C1304994	entire flexor digitorum superficialis muscle	flexor digitorum superficialis
C0243097	financing characteristics	financ
C1281587	entire foot	footed
C1278543	entire fetal vertex	fetal vertex
C0016504	pes	feet anatomy
C1281242	entire falx cerebelli	falx cerebelli
C0373667	lead measurement, quantitative	leadings
C1279056	entire facial bone	facial bone
C1278945	entire facial artery	facial artery
C1305732	entire external auditory canal opening	external acoustic meatus
C0153570	malignant neoplasm of exocervix	exocervix
C0349058	carcinoma in situ of exocervix	exocervix
C1283796	entire male genitourinary tract	genitourinary male tract
C1281331	entire epithalamus	epithalamus
C1283921	entire endometrial gland	endometrial glands
C0348026	diagnostic	diagnosy
C0695244	encounter due to elderly multigravida	elderly multigravida
C0728866	drug effects	effect of drugs
C1278837	entire cervical spinal cord	cervical cord spinal
C0013443	ear	earing
C0521421	entire ear	earing
C0220810	congenital defects	dysmorphisms
C1288871	entire skin of all fingers	skin fingers
C1278996	entire skin of chin	skin chin
C0332287	in addition to	additions
C1269022	entire dorsalis pedis artery	dorsalis pedis artery
C0192389	dilation of esophagus due to disease	dilatation of esophagus
C1151381	dihydropteridine reductase activity	dihydropteridine reductase
C0011945	physical dialysis	dialyses
C0348026	diagnostic	diagnosising
C1282636	entire dermal papilla	dermal papilla
C0176003	encounter due to dental examination	dental examination
C0458608	entire dartos layer of scrotum (body structure)	dartos muscle
C1151384	nadh dehydrogenase activity	cytochrome c reductase
C1278992	entire ovary	ovari
C0220815	curriculum aspects	curriculums
C1280571	entire cumulus oophorus	cumulus oophorus
C1280705	entire cranial cavity	cranial cavity
C0719517	Correct brand of docusate-phenolphthalein	correcting
C1304989	entire coracobrachialis muscle	coracobrachialis
C0243148	control	controled
C0308718	CONTROL veterinary product	controled
C0728976	CONTROL brand of phenylpropanolamine	controled
C0243082	associated conditions	associated conditions
C1281532	entire cuticle of nail	nail cuticle
C0039798	therapeutic aspects	therapys
C0243151	cognitive aspects	cognitive aspects
C1268965	entire celiac artery	coeliac axis
C1150251	chymase activity	chymase
C1153420	chloride channel activity	chloride channel
C1279527	entire thoracic nerve	nerves thoracic
C1149119	chemokine receptor activity	chemokine receptor
C0007987	chemical synthesis	chemical synthesis
C1283832	entire cerebral vessels	cerebral vessels
C1283832	entire cerebral vessels	cerebral vessel
C1289466	entire cerebellopontine angle	cerebellopontine angle
C1284087	entire cerebellar cortex	cerebellar cortex
C1278970	entire cephalic vein	cephalic veins
C1267114	entire cartilaginous joint	cartilaginous joint
C1283790	entire carotid nerve	carotid nerve
C0994454	home care aspects	care homes
C0205041	cardio-	cardiacs
C0034992	rehabilitation aspects	rehabilitations
C1268989	entire adrenal gland	gland adrenal
C1279001	entire skin of back	skin back of
C1280332	entire rectosigmoid junction	junction rectosigmoid
C1268976	entire submandibular gland	gland submandibular
C0332461	plaque (lesion)	patchs
C0006141	breast	breasting
C1268990	entire breast	breasting
C1280064	entire body region	body region
C1318474	assessment of body build (procedure)	body build
C1268970	entire external auditory canal	auditory canal external
C1289264	entire cornea of both eyes	eye cornea
C1149584	blood coagulation factor activity	blood coagulation factor
C1278944	entire lingual artery	lingual artery
C1268513	entire embryo stage 2	blastomere
C1282866	entire blastomere	blastomere
C0936282	malignant neoplasm, primary (morphologic abnormality)	blastomas
C0458432	entire muscularis of urinary bladder (body structure)	bladder muscle
C0220797	biopsy characteristics	biopsis
C0220797	biopsy characteristics	biopsied
C1150056	beta-glucosidase activity	beta-glucosidase
C1152726	beta adrenoceptor activity	beta-adrenergic receptor
C1269040	entire nail bed	bed nail
C0205466	virologic	virologic
C1321510	entire basal nuclei	basal nuclei
C0220790	bacteriologic aspects	bacteriologi
C1267072	entire vertebral column	backbones
C1279064	entire posterior arch of atlas	atlas posterior arch
C1153060	glycine transporter activity	glycine transporter
C0885347	ferula foetida, asafoetida, gum of the stinkasand, homeopathic preparation	asafoetida
C0008903	taxonomic	taxonomi
C1278846	entire radial nerve	nerve radial
C0521033	fungal	fungals
C1282377	entire apex of lung	apex lung
C1269554	entire sinus of valsalva	aortic sinus
C0481138	antirheumatics causing adverse effects in therapeutic use	antirheumatics
C1305631	entire anterior tibial muscle tendon	anterior tibialis tendon
C1280109	entire anterior choroidal artery	anterior choroidal artery
C1269085	entire ligament of ankle joint	ankle joint ligament
C1280847	entire sphenoid bone	bone sphenoid
C1269561	entire respiratory system	respiratori system
C0521346	respiratory	respiratori
C1288726	entire bone of upper arm	arm bones of
C1269528	entire sphincter ani muscle	anal sphincters
C1305040	entire external anal sphincter	anal external sphincter
C1268989	entire adrenal gland	adrenals glands
C1284098	entire tonsils and adenoids	adenoids tonsils
C1305009	entire adductor pollicis	adductor pollicis
C1150657	acetyl-coa carboxylase activity	acetyl-coa carboxylase
C1281645	entire lower lobe of lung	lobe lower lung
C0205450	four (qualifier value)	fours
C1289613	entire zona incerta	zona incerta
C0220941	radiotherapeutic aspects	x-ray therapy
C1305387	entire internal carotid artery	artery carotid internal
C0481214	x-ray contrast media causing adverse effects in therapeutic use	x-ray contrast media
C1289055	entire left ear	left ear
C1280672	entire nasal cavity	cavity nasal
C0728812	encounter due to need for pertussis vaccination	whooping cough vaccination
C0007457	Caucasoid race	whiteing
C0043157	Caucasians	whiteing
C0220938	white color	whiteing
C1280837	entire digestive organ	digestive organ
C1269047	entire lymph node	lymphs nodes
C0005767	blood	blooded
C0005768	in blood	blooded
C1305933	entire vitreous humor	humours vitreous
C1149393	interleukin-1 receptor antagonist activity	il-1ra
C0205466	virologic	virological
C1305796	entire lamina of vertebra	vertebral lamina
C1305243	entire l3 vertebra	l3 vertebra
C1279596	entire vein of the knee	knee veins
C1278960	entire vein	veined
C1279156	entire sacral region	region sacral
C1269005	entire aortic valve	valve aortic
C0042295	valuing	valu
C0278445	entire introitus of vagina	vaginal orifice
C0038849	supply & distribution	supply distribution
C1269032	entire uterus	uteru
C0042153	utilization	useing
C1280710	entire female urethra	urethra female
C1281571	entire thoracic aorta	aorta thoracic
C0220934	ultrasonic	ultrasounding
C0222045	integumentary scale	scalings
C0243083	associated disease	associated disease
C1283900	entire head and neck	neck head
C0723362	Sleep brand of diphenhydramine hydrochloride	sleepping
C1280241	entire twelfth rib	twelfth rib
C1280750	entire intestinal epithelium	epithelium intestinal
C1281644	entire upper lobe of lung	upper lobe of lung
C1281196	entire right ovary	right ovary
C1281196	entire right ovary	ovary right
C1281644	entire upper lobe of lung	lobe lung upper
C0039798	therapeutic aspects	therapis
C0087111	therapeutic procedure	therapis
C1278999	entire skin of trunk	trunk skin
C1288581	entire true rib	ribs true
C1281279	entire lacrimal duct	duct lacrimal
C0332155	did not receive therapy or drug for	treate
C1305578	entire transverse process of first lumbar vertebra (body structure)	transverse process l1
C1152949	transporter activity	transporter
C0040733	transplantation aspects	transplanted
C1282725	entire transplanted bone marrow	transplanted bone marrow
C0040722	transmission	transmissions
C1279404	entire tracheal lumen	tracheal lumen
C0282690	toxicokinetic	toxicokinetic
C0448536	entire tendon of supraspinatus muscle	supraspinatus tendons
C1278998	entire skin of head	head skin
C1288876	entire tendon of finger	finger tendon
C1150387	dna topoisomerase (atp-hydrolyzing) activity	topoisomerase ii
C1305907	entire deciduous tooth	tooth baby
C0447805	entire tibiofibular joint (body structure)	tibiofibular joint
C0456079	disease classification level	leveling
C1278779	entire thyroid follicle	follicles thyroid
C1268983	entire third ventricle	third ventricle of brain
C1268983	entire third ventricle	third ventricle brain
C1305756	entire cortex of kidney	cortex renal
C1279012	entire skin of toe	skin toe
C1280214	entire interspinous ligament	interspinous ligament
C1305719	entire innominate bone	bone hip
C1305961	entire heart valve	hearts valves
C1280632	entire trunk	trunked
C0000769	teratologic	teratologic
C0559987	entire tendon of subscapularis muscle (body structure)	tendon subscapularis
C1288876	entire tendon of finger	fingers tendons
C1305632	entire extensor hallucis longus muscle tendon	extensor hallucis longus tendon
C1282752	entire tendon insertion	insertions tendon
C1282752	entire tendon insertion	tendon insertion
C1280302	entire tendon of foot	tendon foot
C1282749	entire flexor tendon	tendon flexor
C1281587	entire foot	footing
C1275494	entire temporalis muscle	temporaly
C1281968	entire temporal pole	poles temporal
C1275494	entire temporalis muscle	temporal muscle
C0033107	prevention & control	preventive measures
C1152851	t-cell receptor activity	t-cell receptor
C0008903	taxonomic	taxonomic
C1279146	entire ankle joint	talocrural joint
C1305596	entire body of sixth thoracic vertebra (body structure)	t6 vertebral body
C0223266	entire t5 vertebra	t5 vertebra
C1280407	entire skin of upper eyelid	eyelid skin upper
C1305773	entire symphysis pubis	symphysis pubic
C1305418	entire calf of leg (body structure)	calfs
C0013443	ear	earings
C0521421	entire ear	earings
C1278847	entire ulnar nerve	nerve ulnar
C0524727	discipline of heart surgery	surgery heart
C1281007	entire jugular notch of sternum	suprasternal notch
C1269605	entire suprapatellar bursa	suprapatellar pouch
C1269605	entire suprapatellar bursa	suprapatellar bursa
C1281221	entire supraorbital nerve	supraorbital nerve
C1281013	entire supramarginal gyrus	supramarginal gyrus
C0224128	entire superior rectus	superior rectus
C1281010	entire superior parietal lobule	superior parietal lobule
C1269556	entire superior mesenteric vein	superior mesenteric vein
C1278859	entire superior gluteal nerve	superior gluteal nerve
C1278942	entire superficial temporal artery	superficial temporal artery
C0035168	research	inquiries
C1152485	sulfotransferase activity	sulfotransferase
C0079164	contraindications	counterindications
C1150064	sucrase activity	sucrase-isomaltase
C0007634	cells	celled
